id,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
13333,5,269.85,1,0,Urban,0,Phone,Discount,0
13334,9,30.67,0,1,Rural,0,Phone,Buy One Get One,0
13335,6,74.83,1,0,Surburban,1,Phone,No Offer,0
13336,10,120.7,1,0,Urban,0,Web,Buy One Get One,0
13337,1,88.2,1,0,Urban,1,Phone,Discount,0
13338,10,51.46,0,1,Surburban,1,Phone,No Offer,0
13339,9,32.18,1,0,Urban,1,Phone,Buy One Get One,0
13340,2,271.53,1,0,Urban,1,Phone,No Offer,0
13341,4,29.99,0,1,Surburban,1,Web,No Offer,0
13342,10,29.99,1,0,Urban,0,Phone,Buy One Get One,0
13343,2,34.11,1,0,Urban,0,Phone,No Offer,0
13344,9,74.52,1,0,Surburban,0,Web,Discount,0
13345,7,517.61,0,1,Surburban,1,Multichannel,Discount,0
13346,9,76.24,1,0,Rural,1,Web,No Offer,0
13347,12,78.43,0,1,Urban,0,Phone,Buy One Get One,1
13348,8,96.89,0,1,Surburban,1,Web,Discount,0
13349,11,29.99,1,0,Urban,0,Phone,No Offer,0
13350,4,511.17,1,0,Urban,1,Phone,Buy One Get One,0
13351,4,46.01,0,1,Surburban,1,Phone,No Offer,0
13352,6,29.99,0,1,Surburban,0,Web,No Offer,0
13353,10,63.55,0,1,Surburban,0,Phone,Buy One Get One,0
13354,4,33.25,0,1,Urban,1,Web,Discount,0
13355,1,382.17,0,1,Surburban,0,Phone,No Offer,1
13356,4,54.63,1,0,Rural,1,Phone,Buy One Get One,0
13357,9,41.28,0,1,Surburban,0,Phone,Buy One Get One,0
13358,1,984.87,1,1,Surburban,1,Phone,No Offer,0
13359,1,298.4,1,0,Urban,0,Phone,Buy One Get One,1
13360,1,763.07,0,1,Rural,1,Multichannel,Discount,0
13361,6,29.99,1,0,Surburban,0,Phone,No Offer,0
13362,1,29.99,1,0,Surburban,0,Web,Discount,0
13363,5,404.66,1,0,Surburban,0,Phone,No Offer,0
13364,1,59.06,0,1,Urban,0,Phone,Buy One Get One,0
13365,4,420.53,1,0,Urban,0,Multichannel,No Offer,0
13366,8,169.62,1,0,Rural,0,Phone,No Offer,0
13367,2,150.24,1,0,Urban,0,Web,No Offer,0
13368,2,424.25,1,0,Urban,0,Web,Buy One Get One,0
13369,11,97.56,1,0,Surburban,0,Phone,No Offer,0
13370,9,182.77,1,0,Surburban,0,Web,Discount,0
13371,6,88.46,0,1,Urban,1,Web,Buy One Get One,1
13372,10,246.38,1,0,Rural,1,Multichannel,Buy One Get One,0
13373,7,123.1,0,1,Urban,1,Phone,No Offer,0
13374,2,756.84,1,1,Urban,1,Multichannel,Discount,0
13375,9,184.89,0,1,Urban,0,Web,No Offer,0
13376,2,211.06,1,0,Surburban,0,Web,Buy One Get One,0
13377,12,503.71,0,1,Rural,1,Web,No Offer,0
13378,3,483.29,1,1,Urban,0,Web,Discount,0
13379,1,254.79,0,1,Urban,0,Phone,No Offer,0
13380,10,29.99,1,0,Surburban,0,Phone,Discount,0
13381,3,393.73,1,0,Rural,0,Phone,Discount,0
13382,2,1065.98,0,1,Surburban,1,Multichannel,No Offer,0
13383,12,34.59,1,0,Urban,1,Web,No Offer,0
13384,1,86.1,1,0,Surburban,1,Phone,Buy One Get One,0
13385,3,29.99,1,0,Urban,1,Web,Discount,0
13386,7,112.98,1,0,Rural,1,Phone,Buy One Get One,0
13387,4,286.99,1,1,Urban,0,Phone,Buy One Get One,0
13388,9,82.52,0,1,Urban,0,Web,Discount,0
13389,9,210.7,0,1,Urban,0,Phone,Discount,0
13390,1,377.53,0,1,Urban,1,Web,Buy One Get One,0
13391,10,48.8,1,0,Rural,1,Web,Buy One Get One,0
13392,12,29.99,0,1,Urban,1,Phone,Buy One Get One,0
13393,1,463.55,0,1,Urban,0,Multichannel,Discount,0
13394,1,155.73,1,0,Surburban,0,Web,Discount,0
13395,2,49.27,0,1,Surburban,1,Web,No Offer,0
13396,11,83.48,1,0,Urban,1,Web,Buy One Get One,0
13397,9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
13398,10,179.1,1,0,Urban,0,Web,Discount,0
13399,10,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
13400,10,385.45,1,1,Urban,0,Multichannel,No Offer,0
13401,9,29.99,0,1,Rural,0,Web,No Offer,1
13402,11,138.83,0,1,Urban,1,Phone,Discount,0
13403,9,84.34,0,1,Surburban,0,Phone,Buy One Get One,1
13404,12,29.99,0,1,Surburban,1,Web,Discount,0
13405,10,29.99,1,0,Urban,0,Web,Discount,1
13406,11,122.43,1,0,Surburban,1,Web,No Offer,0
13407,10,29.99,0,1,Urban,0,Phone,Discount,0
13408,7,215.52,1,0,Urban,0,Web,Discount,0
13409,4,114,1,0,Surburban,1,Web,Buy One Get One,0
13410,3,344.94,0,1,Surburban,1,Web,No Offer,0
13411,6,29.99,1,0,Surburban,0,Phone,Discount,0
13412,9,29.99,0,1,Urban,0,Web,No Offer,0
13413,2,54.3,0,1,Urban,0,Web,No Offer,0
13414,5,455.48,1,1,Surburban,0,Multichannel,Buy One Get One,0
13415,3,136.53,0,1,Urban,1,Web,Discount,0
13416,1,260.13,1,1,Surburban,1,Web,Discount,0
13417,3,29.99,0,1,Rural,0,Phone,Discount,1
13418,9,213.48,0,1,Surburban,1,Web,No Offer,0
13419,9,29.99,1,0,Urban,1,Phone,Discount,0
13420,6,198.25,1,0,Surburban,1,Web,Discount,0
13421,2,43.02,0,1,Rural,0,Web,No Offer,0
13422,10,870.76,1,0,Surburban,1,Web,No Offer,1
13423,4,246.6,1,0,Surburban,0,Phone,No Offer,0
13424,1,29.99,0,1,Urban,1,Web,No Offer,1
13425,1,798.68,1,0,Surburban,1,Phone,No Offer,0
13426,9,353.39,1,0,Urban,0,Web,No Offer,0
13427,10,173.07,0,1,Surburban,0,Web,Buy One Get One,0
13428,4,170.75,0,1,Surburban,0,Phone,Buy One Get One,0
13429,2,315.86,0,1,Urban,0,Multichannel,No Offer,0
13430,9,39.11,1,0,Surburban,1,Phone,Buy One Get One,0
13431,9,368.26,1,0,Urban,0,Phone,No Offer,0
13432,10,90.5,1,0,Surburban,1,Phone,Buy One Get One,0
13433,5,729.93,1,0,Urban,1,Web,No Offer,0
13434,6,448.05,1,0,Surburban,0,Phone,No Offer,0
13435,5,453.09,1,0,Rural,0,Phone,Buy One Get One,0
13436,9,71.06,0,1,Urban,1,Web,Buy One Get One,0
13437,8,582.34,0,1,Rural,1,Phone,No Offer,0
13438,9,211.34,0,1,Surburban,1,Web,Discount,0
13439,12,29.99,0,1,Surburban,0,Web,No Offer,0
13440,2,608.55,1,1,Rural,1,Web,Buy One Get One,1
13441,8,330.78,0,1,Urban,0,Web,No Offer,0
13442,5,458.99,0,1,Urban,0,Multichannel,No Offer,0
13443,10,33.53,0,1,Surburban,0,Web,Buy One Get One,0
13444,7,29.99,0,1,Urban,1,Web,No Offer,0
13445,2,357.15,1,0,Urban,0,Phone,Buy One Get One,0
13446,10,118.55,1,0,Surburban,0,Phone,Discount,0
13447,3,98.6,0,1,Urban,1,Web,Buy One Get One,0
13448,3,319.29,0,1,Surburban,1,Phone,Buy One Get One,1
13449,6,311.4,0,1,Rural,0,Web,Discount,0
13450,10,177.55,1,0,Surburban,0,Phone,Buy One Get One,0
13451,10,433.43,0,1,Urban,0,Web,No Offer,0
13452,11,46.19,0,1,Surburban,1,Web,Discount,0
13453,2,255.5,1,0,Surburban,0,Multichannel,Discount,0
13454,1,162.34,1,0,Urban,1,Web,Buy One Get One,0
13455,6,262.43,1,1,Surburban,1,Web,Discount,0
13456,6,420.91,1,0,Urban,0,Multichannel,No Offer,0
13457,2,43.28,0,1,Surburban,0,Phone,Discount,0
13458,1,374.34,1,0,Surburban,0,Phone,Buy One Get One,0
13459,9,48.87,0,1,Urban,1,Phone,Buy One Get One,0
13460,1,739.08,1,0,Surburban,1,Web,Buy One Get One,0
13461,10,32.29,1,0,Surburban,1,Web,Buy One Get One,0
13462,12,298.88,0,1,Rural,1,Phone,Buy One Get One,0
13463,1,1476.86,1,0,Urban,1,Web,Buy One Get One,0
13464,7,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
13465,7,128.57,1,0,Surburban,0,Phone,Discount,0
13466,10,56.24,0,1,Surburban,0,Phone,Discount,1
13467,1,206.06,1,0,Urban,0,Phone,Discount,0
13468,10,101.49,1,0,Urban,1,Web,No Offer,0
13469,3,85.59,0,1,Surburban,0,Phone,Buy One Get One,0
13470,1,29.99,1,0,Surburban,0,Web,Buy One Get One,0
13471,10,38.49,0,1,Rural,1,Phone,Buy One Get One,0
13472,7,108.98,1,0,Urban,1,Phone,Buy One Get One,0
13473,9,29.99,0,1,Urban,1,Phone,No Offer,0
13474,5,603.93,1,1,Urban,1,Phone,No Offer,0
13475,1,489.59,1,0,Rural,0,Web,No Offer,0
13476,10,115.06,0,1,Rural,1,Phone,Discount,0
13477,9,228.92,1,0,Urban,0,Web,No Offer,1
13478,5,376.21,1,0,Surburban,1,Web,No Offer,0
13479,5,337.14,1,0,Urban,0,Multichannel,Buy One Get One,0
13480,7,58.55,1,0,Surburban,1,Phone,Buy One Get One,0
13481,10,93.84,1,0,Urban,1,Web,Buy One Get One,0
13482,3,251.33,1,0,Surburban,0,Web,No Offer,0
13483,2,417.17,1,0,Surburban,1,Phone,Discount,0
13484,10,164.24,1,0,Urban,0,Web,Buy One Get One,0
13485,2,632.85,0,1,Rural,1,Phone,Buy One Get One,0
13486,10,189.89,1,0,Surburban,0,Web,Buy One Get One,1
13487,2,120.42,1,0,Urban,0,Phone,Buy One Get One,0
13488,9,39.11,1,0,Urban,1,Phone,No Offer,0
13489,1,29.99,0,1,Surburban,1,Phone,No Offer,0
13490,11,29.99,0,1,Rural,0,Phone,Discount,0
13491,4,244.67,1,0,Urban,1,Web,No Offer,0
13492,2,211.25,1,0,Urban,0,Web,Discount,1
13493,11,92,0,1,Rural,1,Web,Buy One Get One,0
13494,8,117.34,0,1,Rural,1,Web,Buy One Get One,0
13495,8,131.27,1,0,Urban,1,Phone,No Offer,0
13496,10,33.15,0,1,Rural,0,Web,No Offer,0
13497,11,593.53,1,0,Surburban,1,Phone,Discount,0
13498,5,125.53,1,0,Urban,0,Web,Discount,0
13499,8,538.7,1,1,Surburban,1,Web,Buy One Get One,0
13500,4,59.71,1,0,Rural,0,Phone,Buy One Get One,1
13501,4,29.99,1,0,Surburban,1,Phone,Discount,0
13502,2,502.92,1,1,Surburban,1,Multichannel,Buy One Get One,1
13503,6,244.46,1,1,Surburban,0,Web,No Offer,0
13504,11,52.11,0,1,Urban,1,Phone,Buy One Get One,0
13505,1,78.63,0,1,Urban,0,Web,Discount,0
13506,1,99.71,0,1,Surburban,1,Web,Buy One Get One,0
13507,2,446.14,0,1,Surburban,0,Web,Buy One Get One,0
13508,3,168.67,1,0,Surburban,1,Web,Discount,0
13509,6,233.34,1,0,Surburban,0,Phone,Buy One Get One,0
13510,1,754.44,0,1,Urban,1,Multichannel,Discount,1
13511,2,593.01,0,1,Surburban,1,Multichannel,No Offer,0
13512,8,453.27,1,1,Urban,0,Web,Buy One Get One,0
13513,2,29.99,1,0,Surburban,0,Phone,No Offer,0
13514,6,64.11,0,1,Surburban,0,Web,No Offer,0
13515,5,174.76,1,0,Rural,0,Web,Buy One Get One,0
13516,4,192.51,0,1,Surburban,0,Phone,Buy One Get One,0
13517,2,59.47,0,1,Urban,1,Phone,Buy One Get One,0
13518,10,33.88,0,1,Surburban,1,Web,Discount,0
13519,10,242.56,1,1,Urban,0,Web,Buy One Get One,0
13520,10,807.43,0,1,Surburban,1,Multichannel,Discount,0
13521,1,352.37,1,1,Urban,0,Web,No Offer,0
13522,9,390.77,0,1,Urban,0,Phone,Buy One Get One,1
13523,6,468.11,0,1,Surburban,0,Multichannel,No Offer,0
13524,6,51.74,1,0,Urban,1,Web,No Offer,0
13525,5,147.34,0,1,Urban,0,Web,Buy One Get One,0
13526,11,39.05,1,0,Surburban,1,Web,Discount,0
13527,5,113.05,0,1,Surburban,1,Phone,Buy One Get One,0
13528,10,29.99,1,0,Urban,1,Web,Buy One Get One,0
13529,6,180.33,1,0,Urban,0,Phone,Buy One Get One,0
13530,10,29.99,0,1,Surburban,0,Phone,Discount,0
13531,9,723.21,0,1,Surburban,1,Phone,Buy One Get One,0
13532,5,288.23,1,1,Surburban,0,Web,No Offer,0
13533,5,29.99,0,1,Surburban,0,Phone,Discount,0
13534,2,471.51,0,1,Surburban,0,Phone,Buy One Get One,0
13535,2,372.87,0,1,Surburban,1,Web,Buy One Get One,0
13536,11,80.86,0,1,Surburban,0,Phone,No Offer,0
13537,11,77.84,0,1,Urban,1,Phone,No Offer,0
13538,6,29.99,0,1,Urban,1,Phone,No Offer,0
13539,1,212.45,1,0,Urban,0,Web,Buy One Get One,1
13540,11,160.47,0,1,Surburban,0,Web,Buy One Get One,0
13541,4,94.62,1,0,Surburban,1,Phone,Discount,0
13542,2,54.17,1,0,Urban,0,Web,Buy One Get One,0
13543,1,194.86,0,1,Rural,0,Web,Discount,1
13544,3,194.41,0,1,Surburban,1,Web,Buy One Get One,0
13545,7,365.56,1,1,Surburban,1,Phone,Buy One Get One,1
13546,4,39.89,0,1,Rural,1,Phone,No Offer,0
13547,3,212.72,1,0,Urban,0,Phone,Buy One Get One,0
13548,9,114.4,1,0,Surburban,0,Phone,Discount,0
13549,2,765.11,1,0,Surburban,1,Web,No Offer,0
13550,2,374.55,1,1,Surburban,0,Web,Discount,0
13551,9,271.42,1,1,Urban,0,Web,Buy One Get One,0
13552,5,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
13553,1,627.98,1,0,Surburban,1,Multichannel,Buy One Get One,1
13554,3,29.99,1,0,Urban,1,Web,Buy One Get One,0
13555,4,228.04,0,1,Urban,1,Multichannel,No Offer,0
13556,8,79.29,1,0,Surburban,1,Phone,No Offer,0
13557,9,38.13,0,1,Surburban,0,Phone,Discount,0
13558,9,358.06,1,0,Surburban,1,Web,Buy One Get One,0
13559,10,782.01,1,1,Rural,1,Multichannel,Buy One Get One,0
13560,7,67.96,1,0,Surburban,0,Web,No Offer,0
13561,3,35.36,0,1,Surburban,1,Web,Discount,0
13562,1,482.75,1,0,Urban,0,Multichannel,No Offer,0
13563,1,29.99,0,1,Rural,0,Phone,Buy One Get One,0
13564,2,77.85,1,0,Surburban,0,Phone,No Offer,0
13565,9,170.85,0,1,Surburban,1,Phone,Buy One Get One,0
13566,2,110.01,1,0,Urban,0,Phone,Discount,1
13567,10,162.79,0,1,Urban,1,Web,Buy One Get One,1
13568,12,97.41,0,1,Urban,1,Web,Buy One Get One,0
13569,10,348.03,1,1,Surburban,0,Web,Discount,0
13570,8,272.11,0,1,Surburban,0,Phone,Discount,0
13571,1,435.04,1,0,Rural,0,Web,Discount,1
13572,10,39.96,0,1,Surburban,1,Web,Discount,0
13573,2,265.71,1,1,Surburban,1,Web,Buy One Get One,0
13574,2,29.99,0,1,Surburban,1,Web,Discount,0
13575,1,531.06,1,0,Surburban,1,Phone,No Offer,0
13576,10,103.27,1,0,Surburban,1,Phone,No Offer,0
13577,10,423.76,1,1,Surburban,0,Multichannel,No Offer,0
13578,11,84.54,0,1,Urban,1,Web,Discount,0
13579,6,93.09,1,0,Urban,0,Phone,Discount,0
13580,9,154.94,0,1,Urban,0,Web,No Offer,0
13581,9,328.76,1,0,Surburban,1,Phone,Buy One Get One,0
13582,2,29.99,1,0,Surburban,0,Web,Discount,1
13583,10,29.99,0,1,Urban,0,Phone,No Offer,0
13584,3,129.22,1,0,Urban,1,Phone,No Offer,0
13585,10,63.53,1,0,Surburban,0,Web,Buy One Get One,0
13586,12,56.35,1,0,Urban,1,Web,Buy One Get One,0
13587,3,104.74,0,1,Rural,0,Web,Buy One Get One,0
13588,2,148.84,1,0,Urban,0,Phone,Buy One Get One,1
13589,4,34.56,0,1,Surburban,0,Web,Buy One Get One,0
13590,9,98.16,0,1,Surburban,0,Phone,Buy One Get One,0
13591,5,128.75,0,1,Surburban,0,Phone,No Offer,0
13592,5,185.65,0,1,Surburban,1,Phone,No Offer,0
13593,1,199.95,0,1,Urban,1,Phone,Buy One Get One,1
13594,1,224.87,1,0,Rural,0,Web,Discount,0
13595,9,379.71,1,0,Rural,0,Web,Buy One Get One,0
13596,4,451.34,0,1,Urban,1,Multichannel,Discount,0
13597,5,246.62,1,1,Rural,1,Phone,No Offer,0
13598,5,101.37,0,1,Urban,0,Phone,Buy One Get One,1
13599,12,334.51,0,1,Urban,0,Web,No Offer,0
13600,7,31.53,0,1,Urban,0,Phone,Discount,0
13601,12,55.73,0,1,Surburban,1,Phone,Buy One Get One,0
13602,11,29.99,0,1,Urban,0,Phone,Buy One Get One,0
13603,5,275.28,1,1,Surburban,1,Multichannel,No Offer,0
13604,10,474.39,1,0,Rural,1,Phone,No Offer,0
13605,9,148.56,0,1,Rural,0,Web,Discount,0
13606,9,120.7,0,1,Surburban,1,Phone,Discount,0
13607,5,80.29,0,1,Rural,1,Web,Discount,0
13608,1,244.13,1,0,Surburban,1,Web,Discount,0
13609,6,266.39,1,0,Urban,0,Web,No Offer,0
13610,2,142.62,1,0,Rural,1,Phone,Buy One Get One,0
13611,5,29.99,0,1,Rural,1,Web,Discount,0
13612,3,399.85,1,1,Urban,0,Phone,Buy One Get One,0
13613,5,380.57,1,0,Urban,0,Multichannel,No Offer,0
13614,9,174.81,1,0,Urban,0,Web,Buy One Get One,0
13615,1,501.86,1,1,Rural,1,Web,No Offer,0
13616,8,259.34,0,1,Urban,1,Web,Buy One Get One,0
13617,1,245.7,1,1,Rural,0,Phone,Discount,1
13618,12,29.99,1,0,Urban,1,Phone,Buy One Get One,0
13619,9,219.84,1,1,Urban,0,Phone,Buy One Get One,0
13620,5,364.33,1,0,Urban,0,Phone,Discount,0
13621,4,219.66,1,1,Urban,0,Phone,Discount,0
13622,4,331.88,1,0,Rural,0,Phone,No Offer,0
13623,7,659.52,1,0,Rural,1,Web,Discount,0
13624,1,340.87,0,1,Urban,0,Web,No Offer,0
13625,4,407.12,1,1,Urban,0,Web,No Offer,0
13626,10,29.99,0,1,Urban,0,Phone,Buy One Get One,0
13627,10,29.99,1,0,Surburban,0,Phone,Buy One Get One,0
13628,3,733.26,1,1,Surburban,1,Web,No Offer,0
13629,3,221.4,1,0,Rural,1,Phone,No Offer,0
13630,9,384.12,1,0,Urban,0,Web,No Offer,0
13631,9,356.39,1,0,Surburban,0,Multichannel,Buy One Get One,0
13632,6,337.11,1,1,Surburban,0,Web,Buy One Get One,1
13633,9,237.26,0,1,Surburban,0,Multichannel,Buy One Get One,0
13634,9,167.16,1,0,Rural,0,Web,Discount,1
13635,6,41.15,1,0,Surburban,1,Web,Buy One Get One,0
13636,2,113.73,0,1,Surburban,1,Web,Buy One Get One,0
13637,6,244.08,1,0,Urban,0,Web,Buy One Get One,0
13638,1,160.83,0,1,Surburban,0,Web,Buy One Get One,0
13639,6,88.53,1,0,Urban,1,Web,Buy One Get One,0
13640,6,38.2,0,1,Urban,0,Phone,Buy One Get One,0
13641,8,29.99,1,0,Surburban,0,Web,Discount,0
13642,9,44.08,0,1,Urban,0,Web,Buy One Get One,0
13643,12,55.36,1,0,Urban,0,Web,Buy One Get One,0
13644,10,107.69,1,0,Surburban,0,Web,Buy One Get One,0
13645,3,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
13646,4,447.6,1,1,Surburban,0,Phone,No Offer,0
13647,3,35.76,1,0,Surburban,0,Web,No Offer,0
13648,2,29.99,0,1,Surburban,1,Phone,No Offer,0
13649,5,142.38,1,0,Rural,0,Phone,Buy One Get One,0
13650,6,469.99,0,1,Rural,0,Phone,Discount,0
13651,8,667.49,0,1,Urban,1,Web,No Offer,0
13652,11,29.99,0,1,Urban,1,Web,No Offer,0
13653,1,227.23,1,0,Rural,0,Phone,Discount,0
13654,3,40.34,0,1,Surburban,0,Phone,Buy One Get One,0
13655,10,457.83,1,0,Rural,0,Web,Buy One Get One,0
13656,5,128.85,1,0,Surburban,0,Phone,No Offer,0
13657,9,44.26,1,0,Surburban,0,Phone,Buy One Get One,0
13658,9,149.87,1,0,Surburban,0,Web,Discount,0
13659,1,207.64,1,0,Urban,0,Multichannel,Buy One Get One,0
13660,10,207.57,1,0,Surburban,1,Phone,Discount,1
13661,9,170.86,1,0,Urban,0,Web,No Offer,0
13662,7,29.99,0,1,Rural,1,Web,No Offer,0
13663,10,55.06,0,1,Urban,1,Phone,No Offer,0
13664,9,110.18,1,0,Surburban,0,Web,Buy One Get One,0
13665,12,223.38,1,0,Urban,1,Multichannel,Discount,0
13666,12,143.56,1,0,Surburban,1,Phone,Buy One Get One,0
13667,2,98.04,0,1,Surburban,1,Web,Buy One Get One,0
13668,6,311.91,1,0,Urban,0,Web,Buy One Get One,0
13669,3,316.24,1,0,Rural,1,Phone,Discount,1
13670,7,373,1,1,Urban,0,Web,Buy One Get One,0
13671,9,29.99,1,0,Urban,0,Web,Buy One Get One,0
13672,10,66.6,1,0,Rural,0,Web,Buy One Get One,0
13673,1,29.99,0,1,Surburban,1,Phone,No Offer,0
13674,7,392.69,1,1,Surburban,1,Multichannel,Discount,1
13675,7,329.71,1,0,Surburban,0,Phone,Discount,0
13676,4,244.13,0,1,Urban,0,Phone,Buy One Get One,0
13677,9,36.14,0,1,Urban,1,Phone,Discount,0
13678,4,1172.96,0,1,Surburban,1,Phone,Buy One Get One,0
13679,9,29.99,1,0,Surburban,0,Web,No Offer,0
13680,10,29.99,1,0,Surburban,1,Phone,No Offer,0
13681,8,621.2,1,0,Surburban,1,Web,Discount,0
13682,1,279.83,0,1,Surburban,0,Web,Discount,0
13683,2,1890.33,1,0,Urban,1,Phone,Discount,0
13684,7,144.73,0,1,Surburban,0,Phone,Buy One Get One,0
13685,9,42.94,0,1,Surburban,0,Web,No Offer,0
13686,3,165.66,0,1,Surburban,0,Web,No Offer,0
13687,7,222.1,1,0,Urban,1,Web,Discount,0
13688,10,308.55,1,1,Surburban,0,Phone,No Offer,0
13689,2,393.98,1,0,Surburban,0,Web,No Offer,0
13690,8,158.11,0,1,Rural,0,Web,Discount,0
13691,4,159.09,0,1,Surburban,1,Web,Buy One Get One,0
13692,12,40.05,0,1,Surburban,0,Web,Discount,1
13693,1,281.98,1,1,Surburban,1,Web,Discount,1
13694,2,175.94,1,0,Surburban,1,Phone,No Offer,0
13695,1,254.69,1,1,Urban,0,Multichannel,No Offer,0
13696,2,1471.31,1,0,Surburban,1,Phone,Buy One Get One,1
13697,12,166.2,0,1,Urban,1,Phone,Buy One Get One,1
13698,1,65.3,0,1,Surburban,0,Web,Discount,0
13699,10,29.99,1,0,Urban,1,Phone,No Offer,0
13700,1,352.4,1,0,Urban,1,Web,No Offer,0
13701,3,180.48,1,0,Urban,1,Phone,No Offer,0
13702,3,76.74,0,1,Urban,0,Phone,Discount,0
13703,7,177.72,0,1,Surburban,1,Web,Discount,0
13704,10,70.54,0,1,Surburban,1,Phone,Discount,0
13705,9,29.99,0,1,Surburban,1,Phone,Discount,0
13706,3,77.81,1,0,Urban,1,Web,Discount,0
13707,5,212.16,1,0,Urban,0,Phone,No Offer,0
13708,8,46.87,0,1,Urban,1,Phone,No Offer,0
13709,4,164.4,1,0,Urban,0,Phone,Discount,0
13710,1,83,0,1,Surburban,1,Web,No Offer,0
13711,6,29.99,0,1,Urban,1,Web,Buy One Get One,0
13712,9,53.62,0,1,Surburban,1,Web,No Offer,0
13713,9,71.23,1,0,Surburban,0,Phone,No Offer,0
13714,5,61.95,0,1,Urban,1,Web,Discount,0
13715,12,52.21,1,0,Surburban,1,Phone,No Offer,0
13716,1,484.06,1,0,Surburban,1,Phone,Buy One Get One,0
13717,4,38.08,1,0,Rural,1,Phone,No Offer,0
13718,1,272.85,1,1,Surburban,0,Web,Discount,1
13719,1,29.99,1,0,Urban,1,Web,Discount,0
13720,8,138.78,0,1,Surburban,1,Phone,Buy One Get One,0
13721,9,116.29,1,0,Rural,0,Phone,Buy One Get One,0
13722,6,85.26,0,1,Surburban,0,Phone,Discount,0
13723,4,40.91,1,0,Surburban,1,Phone,Buy One Get One,0
13724,2,97.45,0,1,Surburban,0,Web,Buy One Get One,0
13725,5,321.98,1,0,Surburban,0,Web,Discount,0
13726,10,142.14,0,1,Surburban,0,Phone,No Offer,0
13727,10,86.76,1,0,Urban,0,Web,Buy One Get One,0
13728,12,187.04,1,0,Urban,0,Phone,Buy One Get One,0
13729,5,195.64,0,1,Surburban,0,Web,Buy One Get One,0
13730,2,191.8,1,0,Surburban,1,Phone,Buy One Get One,0
13731,2,860.8,1,1,Urban,1,Web,Discount,0
13732,3,67.45,0,1,Rural,0,Web,No Offer,0
13733,5,29.99,1,0,Urban,0,Phone,Buy One Get One,0
13734,1,120.67,1,0,Surburban,0,Phone,No Offer,0
13735,12,605.08,0,1,Urban,1,Web,Discount,0
13736,6,49.14,1,0,Urban,0,Web,No Offer,0
13737,1,617.04,1,1,Urban,1,Web,Discount,0
13738,3,352.17,0,1,Surburban,0,Web,Buy One Get One,0
13739,5,1024.78,1,0,Surburban,1,Web,No Offer,0
13740,8,261.45,1,0,Surburban,0,Web,No Offer,0
13741,11,29.99,0,1,Surburban,0,Phone,No Offer,0
13742,4,460.08,0,1,Rural,0,Phone,Buy One Get One,0
13743,4,533.62,1,1,Urban,1,Multichannel,No Offer,1
13744,1,518.32,1,1,Rural,1,Multichannel,No Offer,0
13745,7,679.2,1,1,Rural,1,Multichannel,Buy One Get One,1
13746,10,114.13,0,1,Surburban,1,Web,Discount,0
13747,11,139.37,0,1,Urban,0,Web,Buy One Get One,0
13748,9,345.21,1,0,Urban,0,Multichannel,No Offer,0
13749,4,378.55,1,0,Urban,0,Web,No Offer,0
13750,10,29.99,0,1,Urban,0,Web,Discount,1
13751,4,134.54,1,0,Urban,1,Web,Buy One Get One,0
13752,5,216.9,1,0,Urban,1,Multichannel,Buy One Get One,0
13753,10,29.99,1,0,Rural,0,Web,No Offer,0
13754,2,845.74,1,0,Surburban,1,Web,Buy One Get One,0
13755,4,186.41,1,0,Surburban,1,Web,Buy One Get One,0
13756,6,196.56,0,1,Surburban,0,Web,No Offer,0
13757,11,29.99,0,1,Urban,1,Web,Buy One Get One,0
13758,11,84.56,0,1,Rural,1,Phone,Buy One Get One,0
13759,4,85.09,1,0,Rural,1,Web,Discount,0
13760,9,117.98,1,0,Surburban,0,Web,Buy One Get One,1
13761,6,853.43,1,1,Surburban,1,Multichannel,Buy One Get One,0
13762,5,89.46,0,1,Surburban,0,Phone,No Offer,1
13763,9,75.77,1,0,Surburban,1,Phone,Discount,0
13764,6,156.48,0,1,Urban,0,Phone,Buy One Get One,0
13765,3,395.35,1,0,Surburban,1,Web,Discount,0
13766,11,86.05,1,0,Surburban,0,Phone,Buy One Get One,1
13767,10,211.18,0,1,Urban,0,Web,Buy One Get One,0
13768,4,488.42,0,1,Surburban,0,Web,Discount,0
13769,4,390.73,1,0,Urban,0,Phone,Discount,1
13770,8,551.22,1,0,Surburban,1,Web,Buy One Get One,0
13771,6,37.95,0,1,Rural,0,Phone,Discount,1
13772,10,29.99,1,0,Urban,1,Phone,Discount,0
13773,1,520.51,1,0,Surburban,1,Multichannel,Discount,0
13774,8,56.9,1,0,Surburban,1,Web,Discount,0
13775,1,853.67,1,0,Urban,1,Phone,No Offer,0
13776,5,337.53,0,1,Urban,1,Web,Discount,0
13777,10,29.99,1,0,Urban,1,Web,Discount,0
13778,6,306.2,1,0,Surburban,1,Multichannel,Discount,0
13779,11,270.87,1,1,Urban,1,Phone,No Offer,0
13780,10,139.33,1,0,Surburban,1,Web,Discount,1
13781,5,545.52,1,1,Surburban,1,Multichannel,No Offer,0
